"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","61458368","Mango Medical Clinic","61458448","Walk-in Clinic","Provides medical care by virtual appointment for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available.","61458456","61458439","6044234392","http://mangomedical.ca/walkin4/",,"Y",,"Mon 10:00 - 17:00; Tue 10:00 - 17:00; Wed 10:00 - 17:00; Thu 10:00 - 17:00; Fri 10:00 - 17:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","4392 Beresford Street","","","","Burnaby","BC","V5H 0E7","49.226057","-123.005725","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=61458448&SiteResourceAgencyNum=61458439"
"LN-9300","Walk In Medical Clinics","61856481","Fleetwood Family Physicians","61856542","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","61856551","61856530","6045031159","https://www.fleetwoodfamilyphysicians.com/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Sat 10:00 - 12:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","102-8585 160th Street","","","","Surrey","BC","V4N 1G4","49.158717","-122.779440","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=61856542&SiteResourceAgencyNum=61856530"
"LN-9300","Walk In Medical Clinics","64802319","West Coast Family Medical Clinic","64802401","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","64802546","64802532","2506424233","https://westcoastfamilymedical.com/urgent-care/",,"Y",,"Mon 12:00 - 16:30; Tue 12:00 - 16:30; Wed 12:00 - 16:30; Thu 12:00 - 16:30; Fri 12:00 - 16:30; Note that hours are subject to physician availability and patient volume.","6660 Sooke Road","","","","Sooke","BC","V9Z 0A5","48.378844","-123.721171","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=64802401&SiteResourceAgencyNum=64802532"
"LN-9300","Walk In Medical Clinics","65944403","River City Medical Clinic","65944428","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","65944483","65944471","2502872111","https://www.primacy.ca/locations/river-city/",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 19:00; Sun 09:00 - 19:00; Note that hours are subject to physician availability and patient volume. Closed Christmas and New Year's Day.","1424 Island Highway","","","","Campbell River","BC","V9W 2E3","50.036017","-125.248484","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=65944428&SiteResourceAgencyNum=65944471"
"LN-9300","Walk In Medical Clinics","69452289","CareTel Medical Clinic","69467984","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","69468197","69468145","6045472623","https://www.caretel.ca/",,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","8488 160th Street","","","","Surrey","BC","V4N 0Y3","49.156345","-122.778586","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=69467984&SiteResourceAgencyNum=69468145"
"LN-9300","Walk In Medical Clinics","76494317","Exeter Medical Clinic","76494331","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted.","76494334","76494326","2503952271","https://app.blockhealth.co/form_view/82",,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch Mon - Thu, 12:00 - 13:00.","290 Horse Lake Road","","","","100 Mile House","BC","V0K 2E0","51.638098","-121.294045","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=76494331&SiteResourceAgencyNum=76494326"
"LN-9300","Walk In Medical Clinics","76575351","Selkirk Medical Group","76575364","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","76575367","76575361","2508379321","https://www.selkirkmedicalgroup.ca/about-us/",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","201-101 First Street W","","","","Revelstoke","BC","V0E 2S0","50.998820","-118.195720","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=76575364&SiteResourceAgencyNum=76575361"
"LN-9300","Walk In Medical Clinics","76983167","49th Parallel Medical Clinic","76983179","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required for phone and walk-in visits. Call or visit to book a next-day or future appointment.","76983186","76983176","6043851501","https://www.49thparallelmedical.ca/",,"Y",,"Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 16:00; Closed statutory holidays","15229 Russell Avenue","","","","White Rock","BC","V4B 5C3","49.029478","-122.800369","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=76983179&SiteResourceAgencyNum=76983176"
"LN-9300","Walk In Medical Clinics","78307724","Walk In Virtual Doctors","78307729","Walk-in Clinic","Provides medical care by phone and or video for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. All appointments are virtual. Doctors may direct you to the clinic's physical location in Surrey, a local urgent care centre or emergency room for assessment if your issue cannot be addressed virtually or requires higher-level care.","78307748","78307745","6045728161","https://walkin.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Office hours as noted. Appointments available on a first-come, first-serve basis. Hours are subject to physician availability and patient volume.","1-12818 72nd Avenue","","","","Surrey","BC","V3W 2M9","49.133505","-122.867249","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=78307729&SiteResourceAgencyNum=78307745"
"LN-9300","Walk In Medical Clinics","79166106","West Saanich Medical Clinic","79166140","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Email appointment required; no walk-in accepted.","79166153","79166131","2505908378","https://westsaanichmedical.com/","wsclinicreception@gmail.com","Y",,"Mon 10:00 - 15:00; Tue 10:00 - 15:00; Wed 10:00 - 15:00; Thu 10:00 - 15:00; Fri 10:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","105-4442 W Saanich Road","","","","Victoria","BC","V8Z 3E9","48.491889","-123.388039","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79166140&SiteResourceAgencyNum=79166131"
"LN-9300","Walk In Medical Clinics","79166224","Columbia Square Medical Clinic","79166232","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call or email to schedule an in-person or phone appointment.","79166235","79166228","6045534667","https://columbiasquareclinic.com/#/medical/walk-in","info@columbiasquareclinic.com","Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","104-1005 Columbia Street","","","","New Westminster","BC","V3M 6H5","49.200770","-122.917358","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79166232&SiteResourceAgencyNum=79166228"
"LN-9300","Walk In Medical Clinics","79289814","TLC Medical Clinic","79289891","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","79289908","79289874","6044389991","https://www.tlcmedical.ca/services/walk-in",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 13:00; Phone line available 10:00 - 16:00; closed for lunch 12:00 - 13:00. Hours are subject to physician availability and patient volume. Closed statutory holidays.","250-7155 Kingsway","","","","Burnaby","BC","V5E 2V1","49.218948","-122.956766","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79289891&SiteResourceAgencyNum=79289874"
"LN-9300","Walk In Medical Clinics","79289814","TLC Medical Clinic","79289891","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","79289971","79289962","6045582949","https://www.tlcmedical.ca/services/walk-in",,"Y",,"Mon 10:00 - 16:00; Tue 10:00 - 16:00; Wed 10:00 - 16:00; Thu 10:00 - 16:00; Fri 10:00 - 16:00; Phone hours as noted, closed for lunch 12:00 - 13:00. Closed statutory holidays.","1418 East 41st Avenue","","","","Vancouver","BC","V5P 1J7","49.232488","-123.076452","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79289891&SiteResourceAgencyNum=79289962"
"LN-9300","Walk In Medical Clinics","79289814","TLC Medical Clinic","79289891","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","79289999","79289993","6042423412","https://www.tlcmedical.ca/services/walk-in",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Phone line available 10:00 - 16:00; closed for lunch 12:00 - 13:00. Hours are subject to physician availability and patient volume. Closed statutory holidays.","120-8120 Cook Road","","","","Richmond","BC","V6Y 1T9","49.166259","-123.135228","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79289891&SiteResourceAgencyNum=79289993"
"LN-9300","Walk In Medical Clinics","79289814","TLC Medical Clinic","79289891","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. The hours and appointment process varies per clinic; see the specific location for details.","79290195","79290192","6044162662","https://www.tlcmedical.ca/services/walk-in",,"Y",,"Mon 10:00 - 16:00; Tue 10:00 - 16:00; Wed 10:00 - 16:00; Thu 10:00 - 16:00; Fri 10:00 - 16:00; Phone hours as noted; closed for lunch 12:00 - 13:00. Closed statutory holidays.","1519 West 57th Avenue","","","","Vancouver","BC","V6P 6E9","49.219593","-123.140966","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79289891&SiteResourceAgencyNum=79290192"
"LN-9300","Walk In Medical Clinics","79356845","Nova Care Medical Centre","79356897","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day in-person appointment.","79356936","79356933","6044684085","https://www.novamedicalcentre.ca/",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","3-2773 Barnet Highway","","","","Coquitlam","BC","V3B 1C2","49.278196","-122.806341","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=79356897&SiteResourceAgencyNum=79356933"
